time,open,high,low,close,volume
2024-04-23T09:59:00+05:30,22397.6,22397.7,22391.55,22392.25,0
2024-04-23T10:00:00+05:30,22391.65,22399.4,22390.95,22394.95,0
2024-04-23T10:01:00+05:30,22394.35,22398.85,22392.35,22398.25,0
2024-04-23T10:02:00+05:30,22397.5,22405.65,22396.9,22403.45,0
2024-04-23T10:03:00+05:30,22403.3,22409.25,22402.1,22407.55,0
2024-04-23T10:04:00+05:30,22407.2,22408.65,22403.6,22404.8,0
2024-04-23T10:05:00+05:30,22404.1,22409.35,22399.5,22406.95,0
2024-04-23T10:06:00+05:30,22407.25,22413.1,22406.4,22410.6,0
2024-04-23T10:07:00+05:30,22410.9,22414.7,22409.75,22410.8,0
2024-04-23T10:08:00+05:30,22410.45,22413.8,22409.45,22409.7,0
2024-04-23T10:09:00+05:30,22409.9,22414.25,22408.7,22411.0,0
2024-04-23T10:10:00+05:30,22411.55,22413.95,22410.35,22412.3,0
2024-04-23T10:11:00+05:30,22412.25,22413.15,22408.2,22410.05,0
2024-04-23T10:12:00+05:30,22410.0,22412.35,22406.15,22406.6,0
2024-04-23T10:13:00+05:30,22406.95,22417.45,22404.65,22416.2,0
2024-04-23T10:14:00+05:30,22416.5,22418.85,22414.1,22417.65,0
2024-04-23T10:15:00+05:30,22417.15,22418.15,22409.25,22410.95,0
2024-04-23T10:16:00+05:30,22410.95,22411.85,22406.8,22409.4,0
2024-04-23T10:17:00+05:30,22410.2,22419.4,22409.5,22417.35,0
2024-04-23T10:18:00+05:30,22416.5,22418.1,22412.15,22412.35,0
2024-04-23T10:19:00+05:30,22412.45,22412.75,22407.0,22409.5,0
2024-04-23T10:20:00+05:30,22408.65,22413.9,22408.0,22412.65,0
2024-04-23T10:21:00+05:30,22412.3,22412.8,22409.35,22410.45,0
2024-04-23T10:22:00+05:30,22409.7,22415.5,22409.45,22413.1,0
2024-04-23T10:23:00+05:30,22413.25,22414.8,22410.65,22412.15,0
2024-04-23T10:24:00+05:30,22411.2,22413.2,22407.9,22412.8,0
2024-04-23T10:25:00+05:30,22412.9,22417.55,22411.1,22414.55,0
2024-04-23T10:26:00+05:30,22414.75,22415.15,22402.8,22403.9,0
2024-04-23T10:27:00+05:30,22403.55,22404.95,22398.75,22403.85,0
2024-04-23T10:28:00+05:30,22404.3,22404.95,22401.45,22401.75,0
2024-04-23T10:29:00+05:30,22401.5,22401.8,22395.05,22400.7,0
2024-04-23T10:30:00+05:30,22400.25,22404.75,22399.6,22402.0,0
2024-04-23T10:31:00+05:30,22402.85,22406.3,22402.3,22404.6,0
2024-04-23T10:32:00+05:30,22404.9,22405.9,22402.1,22402.75,0
2024-04-23T10:33:00+05:30,22403.15,22403.65,22397.5,22398.65,0
2024-04-23T10:34:00+05:30,22398.35,22401.35,22395.05,22399.75,0
2024-04-23T10:35:00+05:30,22400.25,22401.05,22396.3,22399.0,0
2024-04-23T10:36:00+05:30,22399.1,22399.55,22396.0,22396.0,0
2024-04-23T10:37:00+05:30,22396.25,22400.45,22395.45,22399.2,0
2024-04-23T10:38:00+05:30,22399.3,22400.15,22395.7,22398.2,0
2024-04-23T10:39:00+05:30,22398.3,22398.7,22395.4,22397.45,0
2024-04-23T10:40:00+05:30,22397.25,22399.5,22389.7,22390.95,0
2024-04-23T10:41:00+05:30,22390.8,22393.45,22385.4,22387.45,0
2024-04-23T10:42:00+05:30,22386.65,22387.95,22380.55,22380.55,0
2024-04-23T10:43:00+05:30,22381.1,22387.0,22380.8,22385.2,0
2024-04-23T10:44:00+05:30,22384.25,22385.4,22376.2,22376.4,0
2024-04-23T10:45:00+05:30,22376.1,22382.1,22375.05,22377.85,0
2024-04-23T10:46:00+05:30,22377.45,22382.8,22377.45,22379.25,0
2024-04-23T10:47:00+05:30,22379.15,22379.45,22371.25,22374.8,0
2024-04-23T10:48:00+05:30,22373.35,22376.85,22368.5,22368.5,0
2024-04-23T10:49:00+05:30,22368.45,22369.45,22357.8,22360.5,0
2024-04-23T10:50:00+05:30,22361.75,22368.25,22356.5,22366.3,0
2024-04-23T10:51:00+05:30,22366.85,22367.9,22364.4,22367.8,0
2024-04-23T10:52:00+05:30,22366.7,22372.05,22366.1,22372.05,0
2024-04-23T10:53:00+05:30,22371.5,22375.85,22366.2,22367.4,0
2024-04-23T10:54:00+05:30,22367.85,22371.55,22367.75,22369.5,0
2024-04-23T10:55:00+05:30,22370.4,22373.65,22368.85,22373.15,0
2024-04-23T10:56:00+05:30,22372.5,22376.15,22372.2,22375.45,0
2024-04-23T10:57:00+05:30,22374.6,22381.25,22374.6,22380.35,0
2024-04-23T10:58:00+05:30,22380.15,22385.35,22380.15,22381.5,0
2024-04-23T10:59:00+05:30,22381.55,22383.0,22380.2,22381.6,0
2024-04-23T11:00:00+05:30,22381.15,22382.95,22376.45,22376.9,0
2024-04-23T11:01:00+05:30,22376.5,22379.8,22375.85,22377.7,0
2024-04-23T11:02:00+05:30,22377.45,22378.2,22373.65,22376.3,0
2024-04-23T11:03:00+05:30,22376.2,22377.1,22368.1,22370.3,0
2024-04-23T11:04:00+05:30,22369.25,22372.15,22362.85,22364.2,0
2024-04-23T11:05:00+05:30,22363.4,22371.5,22363.15,22370.85,0
2024-04-23T11:06:00+05:30,22370.65,22372.1,22367.9,22369.4,0
2024-04-23T11:07:00+05:30,22370.7,22375.6,22370.4,22372.1,0
2024-04-23T11:08:00+05:30,22371.95,22378.1,22370.8,22374.9,0
2024-04-23T11:09:00+05:30,22375.15,22377.05,22373.4,22375.35,0
2024-04-23T11:10:00+05:30,22375.85,22378.65,22374.7,22377.25,0
2024-04-23T11:11:00+05:30,22376.0,22377.3,22371.95,22374.15,0
2024-04-23T11:12:00+05:30,22373.5,22375.0,22369.15,22371.15,0
2024-04-23T11:13:00+05:30,22370.4,22385.75,22370.4,22382.6,0
2024-04-23T11:14:00+05:30,22383.3,22384.4,22378.55,22381.4,0
2024-04-23T11:15:00+05:30,22381.85,22390.05,22378.7,22387.15,0
2024-04-23T11:16:00+05:30,22388.3,22389.15,22382.35,22386.6,0
2024-04-23T11:17:00+05:30,22386.45,22395.55,22385.45,22392.85,0
2024-04-23T11:18:00+05:30,22393.75,22395.05,22390.1,22391.15,0
2024-04-23T11:19:00+05:30,22391.05,22394.45,22389.15,22391.45,0
2024-04-23T11:20:00+05:30,22392.4,22394.6,22385.95,22388.15,0
2024-04-23T11:21:00+05:30,22389.6,22392.75,22384.8,22389.05,0
2024-04-23T11:22:00+05:30,22388.35,22393.6,22387.3,22389.95,0
2024-04-23T11:23:00+05:30,22390.3,22396.15,22389.6,22395.05,0
2024-04-23T11:24:00+05:30,22394.4,22401.4,22394.0,22399.55,0
2024-04-23T11:25:00+05:30,22398.2,22401.05,22392.7,22395.9,0
2024-04-23T11:26:00+05:30,22394.95,22397.9,22391.55,22393.15,0
2024-04-23T11:27:00+05:30,22394.0,22397.95,22391.4,22393.55,0
2024-04-23T11:28:00+05:30,22392.7,22397.75,22392.0,22397.75,0
2024-04-23T11:29:00+05:30,22396.5,22402.05,22396.45,22399.75,0
2024-04-23T11:30:00+05:30,22398.6,22403.15,22398.6,22402.05,0
2024-04-23T11:31:00+05:30,22401.75,22402.6,22395.8,22397.0,0
2024-04-23T11:32:00+05:30,22396.65,22402.6,22395.9,22399.3,0
2024-04-23T11:33:00+05:30,22398.3,22399.35,22394.2,22396.55,0
2024-04-23T11:34:00+05:30,22394.85,22396.35,22392.35,22393.35,0
2024-04-23T11:35:00+05:30,22392.55,22395.55,22390.65,22391.5,0
2024-04-23T11:36:00+05:30,22390.7,22393.4,22390.35,22393.2,0
2024-04-23T11:37:00+05:30,22392.55,22394.0,22387.5,22390.6,0
2024-04-23T11:38:00+05:30,22389.8,22393.85,22389.55,22391.4,0
2024-04-23T11:39:00+05:30,22390.4,22394.45,22390.25,22393.25,0
2024-04-23T11:40:00+05:30,22392.25,22395.35,22391.0,22391.95,0
2024-04-23T11:41:00+05:30,22390.75,22392.1,22383.15,22387.5,0
2024-04-23T11:42:00+05:30,22386.75,22391.5,22386.2,22390.3,0
2024-04-23T11:43:00+05:30,22390.45,22390.75,22387.05,22389.85,0
2024-04-23T11:44:00+05:30,22388.9,22391.6,22388.35,22390.5,0
2024-04-23T11:45:00+05:30,22388.65,22392.05,22386.8,22388.35,0
2024-04-23T11:46:00+05:30,22386.8,22393.3,22386.6,22393.05,0
2024-04-23T11:47:00+05:30,22391.65,22393.25,22388.1,22390.35,0
2024-04-23T11:48:00+05:30,22389.4,22393.0,22388.25,22388.25,0
2024-04-23T11:49:00+05:30,22388.05,22388.75,22383.45,22388.15,0
2024-04-23T11:50:00+05:30,22386.55,22391.5,22385.45,22389.35,0
2024-04-23T11:51:00+05:30,22388.15,22393.5,22388.1,22393.0,0
2024-04-23T11:52:00+05:30,22392.0,22393.4,22389.8,22390.65,0
2024-04-23T11:53:00+05:30,22389.65,22392.9,22389.15,22392.1,0
2024-04-23T11:54:00+05:30,22392.4,22395.8,22391.4,22395.6,0
2024-04-23T11:55:00+05:30,22395.2,22397.75,22394.65,22396.75,0
2024-04-23T11:56:00+05:30,22396.0,22399.15,22395.25,22398.45,0
2024-04-23T11:57:00+05:30,22397.75,22400.1,22396.2,22398.1,0
2024-04-23T11:58:00+05:30,22397.6,22397.95,22394.35,22397.35,0
2024-04-23T11:59:00+05:30,22396.3,22402.9,22396.15,22402.9,0
2024-04-23T12:00:00+05:30,22401.75,22414.35,22401.5,22414.2,0
2024-04-23T12:01:00+05:30,22413.55,22414.8,22408.6,22411.35,0
2024-04-23T12:02:00+05:30,22411.05,22411.9,22407.65,22408.95,0
2024-04-23T12:03:00+05:30,22407.85,22408.6,22405.2,22406.2,0
2024-04-23T12:04:00+05:30,22405.3,22408.35,22404.45,22405.75,0
2024-04-23T12:05:00+05:30,22405.95,22412.65,22405.3,22410.9,0
2024-04-23T12:06:00+05:30,22409.65,22411.8,22406.9,22410.75,0
2024-04-23T12:07:00+05:30,22410.15,22410.95,22406.4,22409.05,0
2024-04-23T12:08:00+05:30,22407.9,22409.1,22404.3,22405.75,0
2024-04-23T12:09:00+05:30,22405.15,22415.45,22403.2,22415.45,0
2024-04-23T12:10:00+05:30,22414.7,22416.8,22410.95,22416.25,0
2024-04-23T12:11:00+05:30,22415.45,22422.55,22415.4,22421.05,0
2024-04-23T12:12:00+05:30,22419.55,22422.0,22416.6,22420.95,0
2024-04-23T12:13:00+05:30,22420.75,22423.25,22418.55,22422.1,0
2024-04-23T12:14:00+05:30,22421.8,22423.0,22419.45,22420.8,0
2024-04-23T12:15:00+05:30,22420.6,22422.6,22418.55,22421.55,0
2024-04-23T12:16:00+05:30,22421.2,22423.6,22417.7,22418.1,0
2024-04-23T12:17:00+05:30,22416.45,22419.2,22414.95,22417.45,0
2024-04-23T12:18:00+05:30,22416.1,22423.0,22415.0,22419.4,0
2024-04-23T12:19:00+05:30,22419.45,22419.7,22414.55,22416.05,0
2024-04-23T12:20:00+05:30,22415.75,22418.1,22413.75,22417.95,0
2024-04-23T12:21:00+05:30,22417.85,22422.55,22413.1,22418.8,0
2024-04-23T12:22:00+05:30,22419.2,22422.05,22416.55,22419.25,0
2024-04-23T12:23:00+05:30,22418.95,22421.85,22416.95,22418.3,0
2024-04-23T12:24:00+05:30,22417.15,22417.7,22412.75,22416.5,0
2024-04-23T12:25:00+05:30,22415.5,22416.65,22411.15,22412.85,0
2024-04-23T12:26:00+05:30,22413.2,22417.5,22409.2,22415.7,0
2024-04-23T12:27:00+05:30,22415.1,22417.5,22413.25,22416.05,0
2024-04-23T12:28:00+05:30,22415.55,22415.75,22409.35,22412.25,0
2024-04-23T12:29:00+05:30,22411.45,22412.6,22407.25,22410.6,0
2024-04-23T12:30:00+05:30,22408.5,22411.45,22406.7,22409.45,0
2024-04-23T12:31:00+05:30,22409.05,22412.5,22407.7,22412.5,0
2024-04-23T12:32:00+05:30,22411.6,22413.9,22409.05,22413.35,0
2024-04-23T12:33:00+05:30,22412.9,22415.3,22411.25,22413.1,0
2024-04-23T12:34:00+05:30,22412.7,22414.15,22410.45,22412.55,0
2024-04-23T12:35:00+05:30,22411.8,22413.95,22409.2,22412.1,0
2024-04-23T12:36:00+05:30,22411.75,22413.05,22406.15,22408.5,0
2024-04-23T12:37:00+05:30,22408.25,22410.0,22406.5,22409.1,0
2024-04-23T12:38:00+05:30,22408.95,22415.3,22408.6,22413.6,0
2024-04-23T12:39:00+05:30,22413.0,22413.8,22409.35,22412.9,0
2024-04-23T12:40:00+05:30,22412.7,22415.25,22410.55,22414.25,0
2024-04-23T12:41:00+05:30,22413.0,22414.85,22410.2,22413.2,0
2024-04-23T12:42:00+05:30,22412.0,22412.5,22408.55,22410.3,0
2024-04-23T12:43:00+05:30,22409.35,22411.9,22406.8,22408.6,0
2024-04-23T12:44:00+05:30,22407.45,22408.05,22400.35,22403.15,0
2024-04-23T12:45:00+05:30,22402.15,22403.55,22393.1,22396.3,0
2024-04-23T12:46:00+05:30,22395.75,22398.5,22394.8,22398.5,0
2024-04-23T12:47:00+05:30,22398.65,22399.6,22394.15,22398.95,0
2024-04-23T12:48:00+05:30,22398.9,22400.7,22397.55,22400.25,0
2024-04-23T12:49:00+05:30,22399.9,22403.55,22399.25,22402.05,0
2024-04-23T12:50:00+05:30,22401.7,22401.7,22396.85,22398.55,0
2024-04-23T12:51:00+05:30,22399.3,22402.05,22397.1,22401.45,0
2024-04-23T12:52:00+05:30,22401.45,22411.8,22400.35,22411.8,0
2024-04-23T12:53:00+05:30,22410.6,22410.95,22405.0,22407.45,0
2024-04-23T12:54:00+05:30,22407.3,22410.15,22402.55,22409.65,0
2024-04-23T12:55:00+05:30,22409.55,22410.35,22406.35,22409.3,0
2024-04-23T12:56:00+05:30,22408.2,22408.7,22403.95,22406.65,0
2024-04-23T12:57:00+05:30,22405.95,22407.65,22403.65,22405.65,0
2024-04-23T12:58:00+05:30,22405.55,22410.0,22403.6,22409.9,0
2024-04-23T12:59:00+05:30,22409.7,22409.7,22404.35,22406.8,0
2024-04-23T13:00:00+05:30,22406.2,22407.35,22403.35,22404.85,0
2024-04-23T13:01:00+05:30,22404.8,22404.8,22401.05,22402.4,0
2024-04-23T13:02:00+05:30,22401.4,22401.75,22398.4,22399.55,0
2024-04-23T13:03:00+05:30,22399.45,22399.6,22394.45,22398.8,0
2024-04-23T13:04:00+05:30,22398.15,22400.75,22396.3,22398.2,0
2024-04-23T13:05:00+05:30,22397.45,22400.75,22380.75,22383.25,0
2024-04-23T13:06:00+05:30,22383.15,22388.35,22382.1,22388.3,0
2024-04-23T13:07:00+05:30,22387.5,22389.3,22385.3,22388.65,0
2024-04-23T13:08:00+05:30,22387.0,22389.25,22384.35,22386.45,0
2024-04-23T13:09:00+05:30,22385.45,22386.65,22380.05,22381.5,0
2024-04-23T13:10:00+05:30,22380.35,22385.4,22379.65,22382.35,0
2024-04-23T13:11:00+05:30,22382.15,22382.4,22377.95,22380.05,0
2024-04-23T13:12:00+05:30,22379.8,22381.3,22372.0,22372.0,0
2024-04-23T13:13:00+05:30,22372.4,22377.1,22369.15,22376.9,0
2024-04-23T13:14:00+05:30,22376.85,22384.45,22375.65,22382.45,0
2024-04-23T13:15:00+05:30,22381.75,22382.15,22378.45,22379.15,0
2024-04-23T13:16:00+05:30,22379.2,22379.65,22374.3,22375.2,0
2024-04-23T13:17:00+05:30,22374.7,22375.5,22369.0,22371.1,0
2024-04-23T13:18:00+05:30,22370.75,22372.9,22361.45,22362.9,0
2024-04-23T13:19:00+05:30,22360.45,22363.5,22358.4,22363.5,0
2024-04-23T13:20:00+05:30,22362.8,22373.25,22359.7,22372.5,0
2024-04-23T13:21:00+05:30,22371.85,22372.75,22369.25,22371.65,0
2024-04-23T13:22:00+05:30,22371.25,22371.35,22367.65,22370.3,0
2024-04-23T13:23:00+05:30,22369.9,22374.85,22368.7,22374.05,0
2024-04-23T13:24:00+05:30,22373.7,22376.0,22370.4,22375.75,0
2024-04-23T13:25:00+05:30,22375.35,22377.95,22373.55,22376.3,0
2024-04-23T13:26:00+05:30,22377.0,22385.95,22374.65,22384.7,0
2024-04-23T13:27:00+05:30,22383.8,22387.95,22383.25,22384.55,0
2024-04-23T13:28:00+05:30,22384.15,22387.15,22381.75,22386.65,0
2024-04-23T13:29:00+05:30,22387.1,22390.25,22385.4,22387.85,0
2024-04-23T13:30:00+05:30,22388.0,22388.7,22383.9,22386.4,0
2024-04-23T13:31:00+05:30,22385.3,22392.55,22384.6,22392.55,0
2024-04-23T13:32:00+05:30,22391.35,22394.5,22389.0,22390.7,0
2024-04-23T13:33:00+05:30,22390.6,22392.5,22387.9,22389.25,0
2024-04-23T13:34:00+05:30,22388.2,22388.75,22384.5,22386.5,0
2024-04-23T13:35:00+05:30,22385.75,22385.75,22382.15,22383.8,0
2024-04-23T13:36:00+05:30,22383.0,22388.1,22380.55,22388.1,0
2024-04-23T13:37:00+05:30,22387.75,22391.7,22386.4,22391.35,0
2024-04-23T13:38:00+05:30,22390.45,22391.05,22384.5,22385.75,0
2024-04-23T13:39:00+05:30,22385.35,22390.1,22384.15,22389.65,0
2024-04-23T13:40:00+05:30,22389.6,22393.65,22386.75,22393.15,0
2024-04-23T13:41:00+05:30,22392.8,22394.35,22391.4,22393.65,0
2024-04-23T13:42:00+05:30,22393.2,22397.6,22392.1,22393.8,0
2024-04-23T13:43:00+05:30,22393.5,22393.5,22387.6,22389.85,0
2024-04-23T13:44:00+05:30,22390.15,22393.3,22385.4,22387.6,0
2024-04-23T13:45:00+05:30,22387.7,22388.8,22383.65,22386.5,0
2024-04-23T13:46:00+05:30,22386.5,22391.4,22385.2,22391.2,0
2024-04-23T13:47:00+05:30,22391.6,22392.15,22387.7,22391.55,0
2024-04-23T13:48:00+05:30,22391.6,22391.6,22386.75,22389.25,0
2024-04-23T13:49:00+05:30,22389.1,22391.95,22387.35,22391.6,0
2024-04-23T13:50:00+05:30,22391.2,22392.55,22384.15,22386.8,0
2024-04-23T13:51:00+05:30,22386.9,22388.5,22383.5,22385.2,0
2024-04-23T13:52:00+05:30,22385.4,22388.2,22383.85,22388.15,0
2024-04-23T13:53:00+05:30,22388.1,22393.4,22386.75,22393.05,0
2024-04-23T13:54:00+05:30,22392.1,22392.8,22388.25,22390.0,0
2024-04-23T13:55:00+05:30,22389.85,22393.65,22385.25,22392.75,0
2024-04-23T13:56:00+05:30,22392.3,22394.75,22389.75,22391.95,0
2024-04-23T13:57:00+05:30,22391.55,22394.05,22389.5,22393.0,0
2024-04-23T13:58:00+05:30,22392.75,22392.75,22389.05,22390.25,0
2024-04-23T13:59:00+05:30,22390.3,22390.85,22386.0,22388.9,0
2024-04-23T14:00:00+05:30,22388.85,22392.85,22387.2,22392.85,0
2024-04-23T14:01:00+05:30,22392.6,22395.85,22390.55,22395.5,0
2024-04-23T14:02:00+05:30,22395.15,22396.1,22392.7,22394.45,0
2024-04-23T14:03:00+05:30,22393.8,22401.55,22392.75,22399.95,0
2024-04-23T14:04:00+05:30,22400.55,22405.3,22398.9,22405.2,0
2024-04-23T14:05:00+05:30,22404.8,22405.25,22400.85,22403.0,0
2024-04-23T14:06:00+05:30,22403.2,22403.6,22394.5,22396.3,0
2024-04-23T14:07:00+05:30,22395.3,22398.35,22393.75,22397.75,0
2024-04-23T14:08:00+05:30,22396.35,22396.35,22390.55,22393.25,0
2024-04-23T14:09:00+05:30,22392.45,22392.85,22384.4,22387.3,0
2024-04-23T14:10:00+05:30,22386.15,22387.25,22377.6,22380.2,0
2024-04-23T14:11:00+05:30,22379.5,22384.75,22378.65,22384.15,0
2024-04-23T14:12:00+05:30,22384.3,22390.15,22382.3,22390.0,0
2024-04-23T14:13:00+05:30,22389.65,22396.25,22388.1,22395.95,0
2024-04-23T14:14:00+05:30,22395.1,22398.45,22393.9,22396.45,0
2024-04-23T14:15:00+05:30,22396.65,22404.05,22396.0,22403.55,0
2024-04-23T14:16:00+05:30,22402.95,22404.75,22400.5,22404.55,0
2024-04-23T14:17:00+05:30,22402.95,22404.2,22399.75,22403.6,0
2024-04-23T14:18:00+05:30,22402.8,22409.5,22401.55,22408.2,0
2024-04-23T14:19:00+05:30,22408.0,22410.55,22406.15,22409.95,0
2024-04-23T14:20:00+05:30,22409.6,22409.95,22406.0,22409.15,0
2024-04-23T14:21:00+05:30,22409.25,22412.6,22406.0,22407.8,0
2024-04-23T14:22:00+05:30,22406.85,22407.9,22402.1,22405.4,0
2024-04-23T14:23:00+05:30,22404.85,22405.7,22400.85,22401.5,0
2024-04-23T14:24:00+05:30,22401.35,22403.4,22399.0,22400.65,0
2024-04-23T14:25:00+05:30,22400.45,22400.55,22391.15,22393.85,0
2024-04-23T14:26:00+05:30,22393.8,22398.75,22391.15,22398.75,0
2024-04-23T14:27:00+05:30,22398.55,22402.45,22397.5,22399.35,0
2024-04-23T14:28:00+05:30,22399.05,22399.45,22395.75,22399.4,0
2024-04-23T14:29:00+05:30,22398.7,22399.7,22395.15,22396.45,0
2024-04-23T14:30:00+05:30,22396.65,22401.05,22394.85,22401.05,0
2024-04-23T14:31:00+05:30,22400.95,22404.45,22398.45,22403.35,0
2024-04-23T14:32:00+05:30,22403.2,22403.45,22396.65,22398.25,0
2024-04-23T14:33:00+05:30,22397.85,22398.8,22395.15,22397.1,0
2024-04-23T14:34:00+05:30,22396.65,22397.15,22387.1,22389.35,0
2024-04-23T14:35:00+05:30,22387.45,22395.45,22387.45,22395.45,0
2024-04-23T14:36:00+05:30,22395.55,22399.5,22394.2,22398.4,0
2024-04-23T14:37:00+05:30,22397.9,22398.4,22393.15,22396.4,0
2024-04-23T14:38:00+05:30,22395.95,22396.7,22392.35,22392.55,0
2024-04-23T14:39:00+05:30,22392.95,22393.4,22388.75,22392.1,0
2024-04-23T14:40:00+05:30,22391.75,22395.0,22390.25,22394.6,0
2024-04-23T14:41:00+05:30,22394.0,22394.0,22390.2,22392.55,0
2024-04-23T14:42:00+05:30,22392.35,22394.8,22389.3,22393.75,0
2024-04-23T14:43:00+05:30,22394.05,22394.75,22389.9,22393.3,0
2024-04-23T14:44:00+05:30,22392.75,22394.8,22391.55,22393.45,0
2024-04-23T14:45:00+05:30,22393.35,22399.3,22392.15,22398.35,0
2024-04-23T14:46:00+05:30,22398.9,22402.65,22396.8,22402.35,0
2024-04-23T14:47:00+05:30,22402.25,22403.55,22400.4,22402.2,0
2024-04-23T14:48:00+05:30,22401.3,22404.4,22400.4,22404.0,0
2024-04-23T14:49:00+05:30,22404.35,22404.5,22399.9,22403.7,0
2024-04-23T14:50:00+05:30,22402.75,22406.1,22402.4,22403.55,0
2024-04-23T14:51:00+05:30,22403.65,22404.0,22398.0,22402.6,0
2024-04-23T14:52:00+05:30,22402.9,22403.1,22400.05,22402.55,0
2024-04-23T14:53:00+05:30,22401.65,22402.3,22395.1,22397.45,0
2024-04-23T14:54:00+05:30,22397.35,22398.75,22393.95,22395.85,0
2024-04-23T14:55:00+05:30,22396.4,22397.1,22389.0,22389.95,0
2024-04-23T14:56:00+05:30,22389.35,22391.5,22386.75,22390.05,0
2024-04-23T14:57:00+05:30,22390.1,22402.5,22388.1,22401.9,0
2024-04-23T14:58:00+05:30,22401.5,22407.0,22401.05,22403.05,0
2024-04-23T14:59:00+05:30,22402.95,22411.55,22402.2,22411.45,0
2024-04-23T15:00:00+05:30,22410.2,22411.85,22384.35,22385.7,0
2024-04-23T15:01:00+05:30,22384.65,22385.3,22370.9,22378.25,0
2024-04-23T15:02:00+05:30,22378.95,22383.5,22376.4,22381.7,0
2024-04-23T15:03:00+05:30,22381.15,22382.25,22378.35,22379.6,0
2024-04-23T15:04:00+05:30,22379.4,22386.3,22378.55,22385.2,0
2024-04-23T15:05:00+05:30,22384.6,22384.6,22372.55,22373.4,0
2024-04-23T15:06:00+05:30,22373.4,22374.95,22365.65,22374.95,0
2024-04-23T15:07:00+05:30,22373.45,22378.9,22371.6,22371.6,0
2024-04-23T15:08:00+05:30,22370.2,22370.95,22359.6,22363.2,0
2024-04-23T15:09:00+05:30,22362.65,22369.15,22362.65,22368.75,0
2024-04-23T15:10:00+05:30,22368.0,22369.35,22360.05,22361.35,0
2024-04-23T15:11:00+05:30,22360.75,22367.55,22359.2,22361.75,0
2024-04-23T15:12:00+05:30,22361.85,22371.4,22359.9,22371.4,0
